lemma,abs_frequency,ipm
уродина,14,3.3
значиться,14,3.3
воздухоплавание,14,3.3
гостиная,14,3.3
шеклтон,14,3.3
красин,14,3.3
федоров,14,3.3
тургенев,14,3.3
пешеходный,14,3.3
ведомый,14,3.3
адель,14,3.3
эребус,14,3.3
мессершмидт,14,3.3
мерзлый,14,3.3
якутск,14,3.3
анадырь,14,3.3
ангар,14,3.3
стойко,14,3.3
благословенный,14,3.3
франсиско,14,3.3
мученик,14,3.3
батый,14,3.3
предгорие,14,3.3
кавалерист,14,3.3
легион,14,3.3
зубатый,14,3.3
заглатывание,14,3.3
исследовательница,14,3.3
сервантес,14,3.3
забрало,14,3.3
лекарь,14,3.3
кусто,14,3.3
доступно,14,3.3
автограф,14,3.3
сюжетный,14,3.3
гуппи,14,3.3
спланировать,14,3.3
идиот,14,3.3
виола,14,3.3
милан,14,3.3
диктатор,14,3.3
афин,14,3.3
хефрен,14,3.3
тыквенный,14,3.3
сикорский,14,3.3
одновременный,14,3.3
закатывать,14,3.3
цитадель,14,3.3
отдача,14,3.3
общепризнанный,14,3.3
книгопечатание,14,3.3
эритроцит,14,3.3
недоставать,14,3.3
ловец,14,3.3
прорицатель,14,3.3
конкистадор,14,3.3
термоядерный,14,3.3
потухший,14,3.3
брести,14,3.3
аналитический,14,3.3
окислитель,14,3.3
регент,14,3.3
молуккский,14,3.3
инжир,14,3.3
папоротникообразный,14,3.3
заурядный,14,3.3
подоходный,14,3.3
приравнивать,14,3.3
хартия,14,3.3
правосудие,14,3.3
челлини,14,3.3
каштан,14,3.3
аукцион,14,3.3
вестерн,14,3.3
награждение,14,3.3
безупречно,14,3.3
текстовый,14,3.3
брайль,14,3.3
христиан,14,3.3
утопия,14,3.3
астрология,14,3.3
противодействие,14,3.3
язвочка,14,3.3
произвольно,14,3.3
отключаться,14,3.3
безболезненный,14,3.3
эпидемический,14,3.3
блондин,14,3.3
амнезия,14,3.3
артериальный,14,3.3
двухлетний,14,3.3
исчисляться,14,3.3
акробатический,14,3.3
вырубка,14,3.3
вздуваться,14,3.3
выкладываться,14,3.3
бездомный,14,3.3
подвид,14,3.3
слизень,14,3.3
бычий,14,3.3
выпад,14,3.3
зубр,14,3.3
заползать,14,3.3
зубатка,14,3.3
выкуривать,14,3.3
активизировать,14,3.3
обогрев,14,3.3
идентичный,14,3.3
причастный,14,3.3
портативный,14,3.3
икар,14,3.3
домохозяйка,14,3.3
иов,14,3.3
эссенция,14,3.3
имбирь,14,3.3
дель,14,3.3
расследовать,14,3.3
комиссар,14,3.3
университетский,14,3.3
обменять,14,3.3
писец,14,3.3
желеобразный,14,3.3
эфес,14,3.3
аммоний,14,3.3
пастер,14,3.3
камбий,14,3.3
бегония,14,3.3
связующий,14,3.3
обтекать,14,3.3
волновой,14,3.3
вольфрам,14,3.3
концентрироваться,14,3.3
гималайский,14,3.3
потусторонний,14,3.3
доминирующий,14,3.3
невада,14,3.3
рассеивание,14,3.3
кеплер,14,3.3
выплевывать,14,3.3
движитель,14,3.3
колыма,14,3.3
пробоина,14,3.3
поганый,14,3.3
осадка,14,3.3
водохранилище,14,3.3
люстра,14,3.3
норд-ост,14,3.3
чилийский,14,3.3
виолончель,14,3.3
отслуживать,14,3.3
засомневаться,14,3.3
талреп,14,3.3
нок,14,3.3
сток,14,3.3
юта,14,3.3
дотошный,14,3.3
привычно,14,3.3
моржовый,14,3.3
флюгер,14,3.3
штевень,14,3.3
утлегарь,14,3.3
ревматический,14,3.3
недостижимый,14,3.3
слоеный,14,3.3
прибавка,14,3.3
конструирование,14,3.3
неточный,14,3.3
ежик,14,3.3
вилочка,14,3.3
глазунья,14,3.3
сигнализировать,14,3.3
борный,14,3.3
выезд,14,3.3
заноситься,14,3.3
ластик,14,3.3
плечики,14,3.3
трезвый,14,3.3
шахматист,14,3.3
астрахань,14,3.3
пуаро,14,3.3
топать,14,3.3
журнальный,14,3.3
зубрилка,14,3.3
ежемесячный,14,3.3
монолог,14,3.3
внятно,14,3.3
целлофан,14,3.3
юбилей,14,3.3
андерсен,14,3.3
петелька,14,3.3
заявляться,14,3.3
флакончик,14,3.3
мускусный,14,3.3
рыночный,14,3.3
перехитрить,14,3.3
увлеченность,14,3.3
квалифицированный,14,3.3
ярко-синий,14,3.3
лаконичный,14,3.3
пенал,14,3.3
вместительный,14,3.3
здраво,14,3.3
набивной,14,3.3
оборочка,14,3.3
безвкусица,14,3.3
публиковаться,14,3.3
телеэкран,14,3.3
наверстывать,14,3.3
чудотворный,14,3.3
парфюмерный,14,3.3
продезинфицировать,14,3.3
бактерицидный,14,3.3
порезаться,14,3.3
мисочка,14,3.3
басма,14,3.3
выкручивать,14,3.3
обувать,14,3.3
выпячивать,14,3.3
робеть,14,3.3
шепот,14,3.3
укалываться,14,3.3
наставлять,14,3.3
натянутый,14,3.3
обновка,14,3.3
хам,14,3.3
прослужить,14,3.3
задумчивый,14,3.3
периферия,14,3.3
склонение,14,3.3
диктант,14,3.3
алфавитный,14,3.3
лещ,14,3.3
сергеевич,14,3.3
мякиш,14,3.3
пивной,14,3.3
карусель,14,3.3
кувшинка,14,3.3
опыляться,14,3.3
согласовывать,14,3.3
зоб,14,3.3
неаполь,14,3.3
мессина,14,3.3
полюбиться,14,3.3
скупой,14,3.3
спектроскоп,14,3.3
сахарница,14,3.3
пристраиваться,14,3.3
операционный,14,3.3
размельчать,14,3.3
присоединение,14,3.3
перетирать,14,3.3
уплотняться,14,3.3
косвенно,14,3.3
анабиоз,14,3.3
щитень,14,3.3
надоедливый,14,3.3
сморщенный,14,3.3
яблочко,14,3.3
барометр,14,3.3
заплывать,14,3.3
зубрить,14,3.3
лаг,14,3.3
штиль,14,3.3
отара,14,3.3
грелка,14,3.3
блеснуть,14,3.3
потопать,14,3.3
заведующий,14,3.3
фанера,14,3.3
стройка,14,3.3
мери,14,3.3
закручиваться,14,3.3
гидравлический,14,3.3
беззаветный,14,3.3
колыхаться,14,3.3
гелиос,14,3.3
каковой,14,3.3
растительноядный,14,3.3
вибрирующий,14,3.3
лежачий,14,3.3
малое,14,3.3
каталепсия,14,3.3
уховертка,14,3.3
фаланга,14,3.3
тетерев,14,3.3
наглый,14,3.3
бесспорный,14,3.3
ограниченность,14,3.3
целесообразность,14,3.3
оправляться,14,3.3
подметать,14,3.3
хорек,14,3.3
тревожиться,14,3.3
погреться,14,3.3
платьице,14,3.3
болтушка,14,3.3
несказанный,14,3.3
вентиляция,14,3.3
помост,14,3.3
васька,14,3.3
шеренга,14,3.3
жатва,14,3.3
ослабнуть,14,3.3
катастрофический,14,3.3
нерешительность,14,3.3
мастерский,14,3.3
благоухать,14,3.3
испещрять,14,3.3
культивироваться,14,3.3
чашелистик,14,3.3
рассыпать,14,3.3
перелесок,14,3.3
растить,14,3.3
брусника,14,3.3
ая,14,3.3
полтава,14,3.3
непокорный,14,3.3
запевать,14,3.3
пропаганда,14,3.3
посмеиваться,14,3.3
инвентарь,14,3.3
перепробовать,14,3.3
выборный,14,3.3
организовываться,14,3.3
сынок,14,3.3
постанавливать,14,3.3
рига,14,3.3
обволакивать,14,3.3
снегопад,14,3.3
аул,14,3.3
стартовый,14,3.3
занос,14,3.3
гусеничный,14,3.3
дергаться,14,3.3
пахать,14,3.3
лабрадор,14,3.3
бритт,14,3.3
оснастка,14,3.3
кораблик,14,3.3
испуганно,14,3.3
окисляться,14,3.3
предсердие,14,3.3
биение,14,3.3
усталь,14,3.3
сороковой,14,3.3
поразмыслить,14,3.3
движущий,14,3.3
шатун,14,3.3
наградной,14,3.3
ведомство,14,3.3
просвещенный,14,3.3
примус,14,3.3
удивленно,14,3.3
колесников,14,3.3
пригревать,14,3.3
устой,14,3.3
судоходство,14,3.3
отлетать,14,3.3
жернов,14,3.3
ижорский,14,3.3
запираться,14,3.3
староста,14,3.3
прорисовывать,14,3.3
костыль,14,3.3
ползун,14,3.3
сверток,14,3.3
отжиматься,14,3.3
откалывать,14,3.3
азотистый,14,3.3
перегонка,14,3.3
сырец,14,3.3
костромской,14,3.3
казеин,14,3.3
губчатый,14,3.3
стелька,14,3.3
неумелый,14,3.3
пермский,14,3.3
санитар,14,3.3
коршун,14,3.3
купать,14,3.3
оседлывать,14,3.3
валить,14,3.3
перетаскивать,14,3.3
содействие,14,3.3
расстегнуть,14,3.3
обобщение,14,3.3
вкладываться,14,3.3
просверливать,14,3.3
обтесывать,14,3.3
страшиться,14,3.3
караванный,14,3.3
кузьмич,14,3.3
унизительный,14,3.3
козырек,14,3.3
таинственно,14,3.3
перестановка,14,3.3
сара,14,3.3
запивать,14,3.3
разок,14,3.3
чаек,14,3.3
сплетаться,14,3.3
сосчитывать,14,3.3
толпиться,14,3.3
истинность,14,3.3
земляк,14,3.3
клевета,14,3.3
ругательство,14,3.3
качка,14,3.3
клок,14,3.3
мегарь,14,3.3
ткнуть,14,3.3
взмыть,14,3.3
осыпь,14,3.3
веселить,14,3.3
оборваться,14,3.3
марокко,14,3.3
отгораживать,14,3.3
разжимать,14,3.3
пестреть,14,3.3
ужасающий,14,3.3
прибыльный,14,3.3
растрачивать,14,3.3
подкидывать,14,3.3
захлестнуть,14,3.3
ленивец,14,3.3
прислоняться,14,3.3
стонать,14,3.3
каравай,14,3.3
переменять,14,3.3
отдушина,14,3.3
обивка,14,3.3
бирюзовый,14,3.3
валлаби,14,3.3
расстилать,14,3.3
поругаться,14,3.3
раскатывать,14,3.3
беседка,14,3.3
вершок,14,3.3
съестной,14,3.3
рупия,14,3.3
невольный,14,3.3
резвиться,14,3.3
озабоченный,14,3.3
неприглядный,14,3.3
средина,14,3.3
поступь,14,3.3
расплываться,14,3.3
произноситься,14,3.3
проливаться,14,3.3
сосредоточивать,14,3.3
углублять,14,3.3
потеха,14,3.3
разгрызать,14,3.3
уставляться,14,3.3
простодушный,14,3.3
завертеться,14,3.3
трус,14,3.3
подкрепляться,14,3.3
обхватывать,14,3.3
надрываться,14,3.3
истощение,14,3.3
запихивать,14,3.3
обуревать,14,3.3
пересмешник,14,3.3
незадачливый,14,3.3
наброситься,14,3.3
обоснованный,14,3.3
раскаляться,14,3.3
спрашиваться,14,3.3
отдалять,14,3.3
кувшинчик,14,3.3
вздутие,14,3.3
мимоза,14,3.3
неумолимый,14,3.3
поломка,14,3.3
короб,14,3.3
красноармеец,14,3.3
кудряшка,14,3.3
мощно,14,3.3
ульяновск,14,3.3
производительность,14,3.3
